KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
November 18, 2022, 6:19 PM, 가은 : 쌉가능 ㅇㅇ
November 18, 2022, 6:19 PM, 장동건 : 뭔가 대화가 아다리가 맞는다..?
November 18, 2022, 6:19 PM, 가은 : ㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:19 PM, 장동건 : 만들어 보고 싶기는 해..?
November 18, 2022, 6:19 PM, 가은 : 아니 쌉가능
November 18, 2022, 6:19 PM, 가은 : 여기다가
November 18, 2022, 6:19 PM, 가은 : ㄷ답한건데
November 18, 2022, 6:19 PM, 장동건 : 알지
November 18, 2022, 6:19 PM, 가은 : 왜 니가 받냐고
November 18, 2022, 6:19 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:20 PM, 장동건 : 있었는데요
November 18, 2022, 6:20 PM, 장동건 : 없었습니다..?
November 18, 2022, 6:20 PM, 장동건 : 아 근데
November 18, 2022, 6:20 PM, 장동건 : 진짜 ㅈㄴ 갖고 싶긴 하다
November 18, 2022, 6:21 PM, 장동건 : 역작 너프건이라니
November 18, 2022, 6:21 PM, 장동건 : 학교 들고가서
November 18, 2022, 6:21 PM, 가은 : ㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:21 PM, 장동건 : 쏴야하는데 ㅋㅋㅋㅋㅋ
November 18, 2022, 6:21 PM, 가은 : 미니버전으로
November 18, 2022, 6:21 PM, 장동건 : 아니 나 풀사이즈로 만들고싶어
November 18, 2022, 6:21 PM, 장동건 : 어카지
November 18, 2022, 6:21 PM, 가은 : 느그 3D 프린터로 해보샂ㅋㅋㅋ
November 18, 2022, 6:21 PM, 가은 : 그리고 미니작업 하다가
November 18, 2022, 6:21 PM, 장동건 : 출력만 300시간 걸릴듯
November 18, 2022, 6:21 PM, 가은 : 괜찮은거 같으면
November 18, 2022, 6:21 PM, 가은 : 풀사이즈 작업해보던가
November 18, 2022, 6:21 PM, 장동건 : ㅓ? 시발 스프링 어디갔지
November 18, 2022, 6:21 PM, 장동건 : 저 소리
November 18, 2022, 6:21 PM, 장동건 : 500번 하면 만들듯...?
November 18, 2022, 6:22 PM, 가은 : ㅋㅋㅋㅋㅋㅋ
November 18, 2022, 6:22 PM, 장동건 : 총소리도 코딩해서 만들고..
November 18, 2022, 6:22 PM, 가은 : 해보자
November 18, 2022, 6:22 PM, 장동건 : 쓰읍..
November 18, 2022, 6:22 PM, 가은 : ㅈㄴ 하고싶은데 그냥
November 18, 2022, 6:22 PM, 장동건 : 지원이 필요해..
November 18, 2022, 6:22 PM, 장동건 : 헤드헌터 만들까???
November 18, 2022, 6:22 PM, 장동건 : 시발?
November 18, 2022, 6:22 PM, 가은 : 헐
November 18, 2022, 6:22 PM, 가은 : 달려
November 18, 2022, 6:22 PM, 장동건 : 시이이발
November 18, 2022, 6:22 PM, 장동건 : 시험도 끝났겠다
November 18, 2022, 6:22 PM, 가은 : 헤드헌터 만들어줘!!!!!!!
November 18, 2022, 6:22 PM, 장동건 : 달린다
November 18, 2022, 6:22 PM, 장동건 : 일단 나
November 18, 2022, 6:22 PM, 가은 : 3달동안 지랄 함 해봐!!
November 18, 2022, 6:22 PM, 장동건 : 외주비좀
November 18, 2022, 6:22 PM, 장동건 : 받고
November 18, 2022, 6:22 PM, 가은 : ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
November 18, 2022, 6:22 PM, 장동건 : 필라좀 사고..
November 18, 2022, 6:23 PM, 장동건 : 10만원 밀렸거든
November 18, 2022, 6:23 PM, 가은 : 야 우리 마크 때려치우고
November 18, 2022, 6:23 PM, 가은 : 발로란트 만들어보자
November 18, 2022, 6:23 PM, 장동건 : 어머 시발
November 18, 2022, 6:23 PM, 장동건 : 존나 굿아이디어
November 18, 2022, 6:23 PM, 가은 : 글팝 단검도
November 18, 2022, 6:23 PM, 가은 : 좋구요
November 18, 2022, 6:24 PM, 장동건 : 두개 세트로 만들까
November 18, 2022, 6:24 PM, 장동건 : 반짝거리게
November 18, 2022, 6:24 PM, 장동건 : 헤드헌터 들고
November 18, 2022, 6:24 PM, 가은 : 간단하게 프라임 카람빗도 좋구요ㅠ
November 18, 2022, 6:24 PM, 장동건 : 왼손엔
November 18, 2022, 6:24 PM, 장동건 : 글팝 단검
November 18, 2022, 6:24 PM, 장동건 : BB탄총 개조할까
November 18, 2022, 6:24 PM, 가은 : 프라임 카람빗 어려운줄 알았는데
November 18, 2022, 6:24 PM, 장동건 : 헤드헌터 ㅅ-ㅂ 만들어봐?
November 18, 2022, 6:24 PM, 가은 : 박스로도 만들 수 있더라
November 18, 2022, 6:24 PM, 장동건 : ㅈㄴ 쉬움
November 18, 2022, 6:24 PM, 장동건 : 만들까
November 18, 2022, 6:24 PM, 가은 : 테스트로 시도 함 해보등가
November 18, 2022, 6:25 PM, 가은 : 문구점 가서 하나 사다가
November 18, 2022, 6:25 PM, 장동건 : 아 나 헤드헌터 마려워
November 18, 2022, 6:25 PM, 가은 : 다 뜯어가지고 개조 하셈ㅋㅋㅋㅋ
November 18, 2022, 6:25 PM, 장동건 : 좋다 ㅋㅋㅋㅋ
November 18, 2022, 6:25 PM, 장동건 : 탄창하고 발사부 빼고 다 개조할까
November 18, 2022, 6:25 PM, 가은 : 야 그렇게 되면
November 18, 2022, 6:25 PM, 가은 : AK 하나 사가지고
November 18, 2022, 6:25 PM, 장동건 : ???: 초딩한테는 안팔아요
November 18, 2022, 6:25 PM, 가은 : 다 뜯어서
November 18, 2022, 6:25 PM, 가은 : 밴달도 만들 수 있겠다
November 18, 2022, 6:25 PM, 장동건 : 쓰읍..
November 18, 2022, 6:25 PM, 장동건 : 아
November 18, 2022, 6:25 PM, 장동건 : 시발
November 18, 2022, 6:25 PM, 장동건 : 밴달 맛있겠다
November 18, 2022, 6:25 PM, 가은 : 팬텀은 어렵고
November 18, 2022, 6:25 PM, 장동건 : 팬텀은 좀 그래
November 18, 2022, 6:26 PM, 가은 : 모형을 따로 잡아야해서
November 18, 2022, 6:26 PM, 장동건 : 그치
November 18, 2022, 6:26 PM, 가은 : 얘랑 비슷한 총 장난감이
November 18, 2022, 6:26 PM, 장동건 : 방학에 조질까
November 18, 2022, 6:26 PM, 가은 : 많이 없음
November 18, 2022, 6:26 PM, 장동건 : 아니 걍 담주부터 해볼까
November 18, 2022, 6:26 PM, 가은 : 방학에 하면 해봤자
November 18, 2022, 6:26 PM, 가은 : 두개..?
November 18, 2022, 6:26 PM, 장동건 : 아 진짜 못참겠다
November 18, 2022, 6:26 PM, 장동건 : 헤드헌터
November 18, 2022, 6:26 PM, 장동건 : 개마려운데
November 18, 2022, 6:26 PM, 장동건 : 어카지
November 18, 2022, 6:26 PM, 가은 : 담주 부터 그냥
November 18, 2022, 6:26 PM, 가은 : 시도해봐ㅋㅋㅋㅋ
November 18, 2022, 6:26 PM, 장동건 : 설계 잡을까
November 18, 2022, 6:26 PM, 가은 : 한벙 해서 100퍼 성공률이
November 18, 2022, 6:26 PM, 장동건 : 금색 필라멘트 살까
November 18, 2022, 6:26 PM, 가은 : 적으니까
November 18, 2022, 6:27 PM, 가은 : 연습 몇벙 해봐야지
November 18, 2022, 6:27 PM, 장동건 : 번 이라는 글자 못치시나요 ㅋㅋㅋㅋ
November 18, 2022, 6:27 PM, 장동건 : 맞긴해
November 18, 2022, 6:27 PM, 가은 : https://youtu.be/VDwGaGKITvw
November 18, 2022, 6:27 PM, 가은 : ㅁ ㅣ치ㅣㄴ
November 18, 2022, 6:27 PM, 가은 : 너나어ㅏ어ㅓ
November 18, 2022, 6:27 PM, 가은 : 아어어어어거ㅓ어어어어어ㅓ어엉
November 18, 2022, 6:27 PM, 가은 : 어어어ㅓ어어ㅓ어어어ㅓ엉ㅇ나
November 18, 2022, 6:27 PM, 장동건 : 어아ㅓ아ㅓㅏ어ㅏ어ㅏ어ㅏ엉아ㅓ아ㅓ어ㅏ엉
November 18, 2022, 6:28 PM, 가은 : 이거 제발 팔아라
November 18, 2022, 6:28 PM, 장동건 : 만들까
November 18, 2022, 6:28 PM, 가은 : ㅈㄴ 가지고 싶다
November 18, 2022, 6:28 PM, 장동건 : 팔아줄까
November 18, 2022, 6:28 PM, 장동건 : <Photo Unread>
November 18, 2022, 6:28 PM, 장동건 : 어라
November 18, 2022, 6:28 PM, 장동건 : 공유가 되어있네????
November 18, 2022, 6:29 PM, 가은 : ㅁㅊ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱㄱㄱㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱㄱㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱㄱㄱㅅㅅㅅ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱㄱㄱㄱㄱ
November 18, 2022, 6:29 PM, 가은 : ㄱㄱㄱㄱ
November 18, 2022, 6:29 PM, 장동건 : 얼마에 팔아야
November 18, 2022, 6:29 PM, 장동건 : 원가가 
November 18, 2022, 6:29 PM, 장동건 : 나오려나 ㅋㅋㅋㅋㅋ
November 18, 2022, 6:29 PM, 가은 : ㅆ ㅑㅇ
November 18, 2022, 6:29 PM, 장동건 : 흠
November 18, 2022, 6:29 PM, 장동건 : 만든다
November 18, 2022, 6:29 PM, 장동건 : 이건 못참겠다
November 18, 2022, 6:30 PM, 장동건 : 암튼 잘 되면 하나 드리겠음 @가은  
November 18, 2022, 6:30 PM, 가은 : ㅠㅠㅠ
November 18, 2022, 6:31 PM, 가은 : 아이온 2.0
November 18, 2022, 6:31 PM, 가은 : 카람빗도
November 18, 2022, 6:31 PM, 가은 : 있다고
November 18, 2022, 6:31 PM, 가은 : ㅅ ㅣ발
November 18, 2022, 6:31 PM, 장동건 : 그거는 선생님
November 18, 2022, 6:31 PM, 가은 : ㅈㄴ 멋있어
November 18, 2022, 6:31 PM, 장동건 : 안에
November 18, 2022, 6:31 PM, 장동건 : 구체를
November 18, 2022, 6:31 PM, 장동건 : 어캐해요
November 18, 2022, 6:31 PM, 가은 : 만들던데?
November 18, 2022, 6:31 PM, 가은 : LED로ㅋㅋㅋㅋㅋ
November 18, 2022, 6:31 PM, 장동건 : 기술자네..
November 18, 2022, 6:31 PM, 장동건 : 혹시 본업이 킬조이신가
November 18, 2022, 6:31 PM, 가은 : https://youtu.be/M1cZVl1F97Q
November 18, 2022, 6:31 PM, 가은 : 이 미친사람...
November 18, 2022, 6:31 PM, 가은 : ㅇ..이 ..미친사람
November 18, 2022, 6:31 PM, 장동건 : 미친놈이네 이거..
November 18, 2022, 6:33 PM, 가은 : ㅠㅠㅠㅠㅠ
November 18, 2022, 6:33 PM, 가은 : 시바 우리집에도 3D 프린터 하나만
November 18, 2022, 6:33 PM, 장동건 : 저건 무..무리데스..
November 18, 2022, 6:33 PM, 장동건 : 내꺼 중고로 15만?
November 18, 2022, 6:33 PM, 가은 : 누가 하늘에서 떨거줬으면 좋겠다
November 18, 2022, 6:33 PM, 장동건 : 다 망가져서 오겠네..
November 18, 2022, 6:33 PM, 가은 : 지금 당장 하나 만들고 싶은데
November 18, 2022, 6:33 PM, 장동건 : 내가
November 18, 2022, 6:33 PM, 장동건 : 할머니네만 안 갔어도
November 18, 2022, 6:33 PM, 가은 : 아니 나 아이온 못참아
November 18, 2022, 6:33 PM, 장동건 : 가능한건데
November 18, 2022, 6:33 PM, 가은 : 저 빛나는거 어떻게 참아
November 18, 2022, 6:34 PM, 가은 : ㅁ ㅣ친거 아니냐고
November 18, 2022, 6:34 PM, 가은 : 저사람 내옆에 납치해다가 평생 카람빗만 만들게 하고 싶다
November 18, 2022, 6:34 PM, 장동건 : 오
November 18, 2022, 7:10 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 7:34 PM, 장동건 : 좋은 소식이 있어
November 18, 2022, 7:34 PM, 장동건 : <Photo Unread>
November 18, 2022, 7:34 PM, 장동건 : 사업 투자금(?) 준비 완료
November 18, 2022, 8:00 PM, 가은 : ㅋㄱㅋㄱㅋㄱㅋㄱㅋ
November 18, 2022, 8:00 PM, 가은 : 달려
November 18, 2022, 8:02 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 8:03 PM, 장동건 : 일단
November 18, 2022, 8:03 PM, 장동건 : 할무니네좀
November 18, 2022, 8:03 PM, 장동건 : 갔다 오고
November 18, 2022, 8:14 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 10:00 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
November 18, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

November 19, 2022, 7:30 AM
November 19, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
November 19, 2022, 9:02 AM, . : 아니 
November 19, 2022, 9:02 AM, . : 아빠 회사 봉사단 왔는데
November 19, 2022, 9:02 AM, . : 푸르지오 앞에  공원 거으 전부에
November 19, 2022, 9:03 AM, . : 꽃하고 나무 심는거 개 힘듬...
November 19, 2022, 9:06 AM, . : 우리 심는데에 전 의원왔다....ㅆ
November 19, 2022, 10:22 AM, 이가은 : 오 근데 뭔가
November 19, 2022, 10:22 AM, 이가은 : 잘 어울려
November 19, 2022, 10:24 AM, . : 국민의 힘 전 국회위원이 명함주고 감
November 19, 2022, 10:24 AM, . : 정치적 인맥 생성쓰
November 19, 2022, 10:25 AM, . : 근데 보수파네?
November 19, 2022, 10:27 AM, 이가은 : 혹시 빨간색 꽃을 심으셨나요
November 19, 2022, 10:29 AM, . : 어?
November 19, 2022, 10:29 AM, . : 보랏빛이 맴도는  빨간꽃
November 19, 2022, 10:29 AM, . : ㅋㅋㅋㅋ
November 19, 2022, 10:31 AM, 이가은 : 헐ㅋㅋㄱㅋㄲㅋㄱ 
November 19, 2022, 10:36 AM, . : ㅋㅋㄱㄲ
November 19, 2022, 11:44 AM, 장동건 : 그래서 국힘이 온건가
November 19, 2022, 12:12 PM, . : 일 도 아닐수도
November 19, 2022, 12:12 PM, . : 일수도
November 19, 2022, 4:01 PM, 이가은 : 드디어 멋진 신세계 샀음
November 19, 2022, 4:01 PM, 이가은 : 너무 좋아
November 19, 2022, 4:01 PM, 이가은 : 근데 너무 비싸...
November 19, 2022, 4:02 PM, 장동건 : 그게 무ㅜ여
November 19, 2022, 4:03 PM, 이가은 : 책인데요
November 19, 2022, 4:03 PM, 장동건 : 책이 뭔데요
November 19, 2022, 4:03 PM, 이가은 : 먹는건가봐
November 19, 2022, 4:03 PM, 장동건 : 아 그런거야?
November 19, 2022, 4:03 PM, 이가은 : 그 한장씩 떼서 먹으면 된대
November 19, 2022, 4:04 PM, 장동건 : 소금 후추 뿌려먹으면 되나
November 19, 2022, 4:04 PM, 장동건 : 그 여우마냥
November 19, 2022, 4:04 PM, 이가은 : ㅇㅇㅇㅋㄱㅋㅋㄲㅋㄱㅋ
November 19, 2022, 4:04 PM, 이가은 : 뭐 돈없으면 집에서 만들던가
November 19, 2022, 4:05 PM, 장동건 : 돈은 있음
November 19, 2022, 4:06 PM, 이가은 : 그럼 나 줘
November 19, 2022, 4:06 PM, 장동건 : 얼마나..?
November 19, 2022, 4:06 PM, 이가은 : 요새 책 너무 비싸...
November 19, 2022, 4:07 PM, 이가은 : 하나에 2만원 넘을때도 있음
November 19, 2022, 4:07 PM, 장동건 : ㄹㅇ
November 19, 2022, 4:07 PM, 장동건 : 나 그 xkcd 이상한 과학책도 21,000이던데
November 19, 2022, 4:07 PM, 이가은 : 약간 희소성있으면 2만원 넘음
November 19, 2022, 4:08 PM, 이가은 : 한말 외국인 기록 읽으려고 봤는데 21000원...
November 19, 2022, 4:08 PM, 장동건 : ㄹㅇ..
November 19, 2022, 4:08 PM, 장동건 : 너무 비싸.
November 19, 2022, 4:08 PM, 장동건 : ..
November 19, 2022, 4:09 PM, 장동건 : 차라리 e북이 나음
November 19, 2022, 4:09 PM, 이가은 : 그건 아니다
November 19, 2022, 4:09 PM, 장동건 : 제가 e북충이라..
November 19, 2022, 4:09 PM, 이가은 : e북은 책이 아니라고 봄
November 19, 2022, 4:09 PM, 장동건 : 왜죠?
November 19, 2022, 4:10 PM, 이가은 : 웹툰하고 만화는 다르듯이
November 19, 2022, 4:10 PM, 이가은 : 주요 고객이 다름
November 19, 2022, 4:12 PM, 장동건 : 뭐..
November 19, 2022, 4:12 PM, 장동건 : 60대 할무니가 e북을 보시지는 읺으시겠지..
November 19, 2022, 4:13 PM, 이가은 : 그렇지...
November 19, 2022, 4:13 PM, 장동건 : 하지만 종이책은
November 19, 2022, 4:13 PM, 장동건 : 컨트롤 C, V가 안된다구..
November 19, 2022, 4:14 PM, 이가은 : 걍 받아써
November 19, 2022, 4:14 PM, 이가은 : 좋네
November 19, 2022, 4:14 PM, 장동건 : 300줄 가까이를?
November 19, 2022, 4:14 PM, 장동건 : 미쳤넹
November 19, 2022, 4:15 PM, 이가은 : 그 옛날엔 다들 그렇게 했음
November 19, 2022, 4:15 PM, 장동건 : 지금은 21세기임
November 19, 2022, 4:15 PM, 이가은 : 팔만대장경을 만드는 마음으로
November 19, 2022, 4:16 PM, 장동건 : 그분들은 
November 19, 2022, 4:16 PM, 장동건 : 돈받고 한거자늠
November 19, 2022, 4:16 PM, 이가은 : 한자 적을때마다 절한번씩 하자
November 19, 2022, 4:16 PM, 이가은 : 너도 돈 주면 가능?
November 19, 2022, 4:17 PM, 장동건 : 그에 상응하는 가격이라면?
November 19, 2022, 4:17 PM, 이가은 : 최저시급 줄게
November 19, 2022, 4:17 PM, 장동건 : ㅅㄹ
November 19, 2022, 4:18 PM, 이가은 : 1시간에 한 글자 적으면 되는거 아닌가
November 19, 2022, 4:18 PM, 장동건 : 그런가
November 19, 2022, 4:20 PM, 이가은 : ㅇㅇ
November 19, 2022, 4:20 PM, 장동건 : 천잰가
November 19, 2022, 4:20 PM, 이가은 : 그런듯
November 19, 2022, 4:20 PM, 장동건 : 좀 꼴받네
November 19, 2022, 4:21 PM, 이가은 : ㅋ
November 19, 2022, 4:21 PM, 장동건 : ㅇㅅㅇ
November 19, 2022, 4:22 PM, 이가은 : 아무튼 멋진 신세계 읽어보세요
November 19, 2022, 4:22 PM, 이가은 : 명작임
November 19, 2022, 4:22 PM, 장동건 : 책과 철근 콘크리트로 담울 쌓았다니까
November 19, 2022, 4:23 PM, 이가은 : 아 걍 넘으면 되잖아
November 19, 2022, 4:23 PM, 장동건 : 두께 2미터 높이 10미터..?
November 19, 2022, 4:23 PM, 이가은 : 아니 그냥 맛만 봐줘
November 19, 2022, 4:24 PM, 장동건 : ???: 햝짝
November 19, 2022, 4:24 PM, 이가은 : 으
November 19, 2022, 4:24 PM, 장동건 : 맛 보라며
November 19, 2022, 4:26 PM, 이가은 : 핥으라곤 안 했는데
November 19, 2022, 4:26 PM, 장동건 : 씹으면
November 19, 2022, 4:26 PM, 장동건 : 책을 못 보니까..
November 19, 2022, 4:27 PM, 이가은 : 가름끈 정도는 씹어도 괜찮음
November 19, 2022, 4:27 PM, 장동건 : 1페이지 핥아볼게
November 19, 2022, 4:27 PM, 이가은 : 으 종이 먹는 라마다
November 19, 2022, 4:29 PM, 장동건 : 먹지는 않아
November 19, 2022, 4:29 PM, 장동건 : 6b1c4a5cdb4131dc999d1a409e5e3435950d2b1641d24ed651d6dbc970395bf2.jpg
November 19, 2022, 4:29 PM, 장동건 : 근데 이거 뭐냐
November 19, 2022, 4:29 PM, 이가은 : 뭐가
November 19, 2022, 4:29 PM, 장동건 : 저 얖에 틈
November 19, 2022, 4:30 PM, 이가은 : ..?
November 19, 2022, 4:30 PM, 장동건 : 화면 왼쪽에 검정줄
November 19, 2022, 4:30 PM, 이가은 : 글쎄
November 19, 2022, 4:31 PM, 이가은 : 약간 옛날 영화 비율인가
November 19, 2022, 4:31 PM, 장동건 : 흠..
November 19, 2022, 4:32 PM, 이가은 : 19금 노래 욕부분만 묵음처리되는거 진짜 열받네...
November 19, 2022, 4:32 PM, 장동건 : 노래를 안들어서 모르겠넹
November 19, 2022, 4:33 PM, 이가은 : 욕의 한 3/4만 안 들려;;
November 19, 2022, 4:34 PM, 이가은 : 더 열받는...
November 19, 2022, 4:40 PM, 장동건 : 체험판?인듯
November 19, 2022, 4:42 PM, 이가은 : 그거 맞아..?
November 19, 2022, 4:47 PM, 장동건 : 아닌가
November 19, 2022, 4:50 PM, 이가은 : 흠...
November 19, 2022, 4:52 PM, 장동건 : 훔...
November 19, 2022, 6:38 PM, 가은 : https://youtube.com/shorts/PnY7C-PPri0?feature=share
November 19, 2022, 6:38 PM, 가은 : 내가ㅋㅋㅋ 이래서
November 19, 2022, 6:38 PM, 가은 : 미국 유튜브를 좋아래
November 19, 2022, 6:39 PM, 가은 : 이런게 취향이라서
November 19, 2022, 6:39 PM, 장동건 : 왜 내가 본게 올라와 있지
November 19, 2022, 6:48 PM, 가은 : ㅁㅊ 한국계정에도 올라옴
November 19, 2022, 6:48 PM, 가은 : ㅋㄱㅋㄱㄲㅋㄱㅋㄱㅋㄱㅋ
November 19, 2022, 6:48 PM, 가은 : 아 뭔데 알고리즘
November 19, 2022, 7:14 PM, 장동건 : 음
November 19, 2022, 7:15 PM, 장동건 : 첫끼가 삼겹살이라니
November 19, 2022, 7:32 PM, 이가은 : 내 알고리즘은
November 19, 2022, 7:32 PM, 이가은 : https://youtu.be/epgXuMB1sF8
November 19, 2022, 7:32 PM, 이가은 : 왜 이런게 올라오는가
November 19, 2022, 7:33 PM, 장동건 : https://youtu.be/rwBFSjehLFI
November 19, 2022, 7:33 PM, 이가은 : 흥미롭다
November 19, 2022, 7:33 PM, 장동건 : 이런거 뜨는 사람도 있는데 뭐..
November 19, 2022, 7:33 PM, 이가은 : 최근 댓글에도 나와 같은 반응이 가득함
November 19, 2022, 7:34 PM, 장동건 : 난 전반적으로 교주랑 알고 비슷함
November 19, 2022, 7:34 PM, 이가은 : 오
November 19, 2022, 7:34 PM, 이가은 : https://youtu.be/GTiKFCkPaUE
November 19, 2022, 7:35 PM, 이가은 : 나를 어떻게 생각하는걸까?
November 19, 2022, 7:35 PM, 장동건 : 난 직업에 개발자 뜨던데
November 19, 2022, 7:37 PM, 이가은 : 난 정보가 충분하지 않다던데...
